#sentence	#label
In the APG II system of 2003, it is assigned to the order Poales in the clade commelinids.	0
André Tardieu – Minister of Agriculture	0
List of British governors of Cyprus	0
32.Gün (Political Show hosted by Mehmet Ali Birand, until his death in January 2013)	0
Another method for drawing is to use a tool called a fuller, or the peen of the hammer, to hasten the drawing out of a thick piece of metal.	0
Each year, nearly 600,000 college students are unintentionally injured while under the influence of alcohol.	1
At 0.2 lbs, Haunter is tied with Gastly, Flabébé, Cosmog and Kartana as the lightest Pokémon.	1
For example, pineapple notes are more commonly associated with Chardonnay from Napa Valley while Chablis will have more notes of green apples.	0
Tōkyō Waterfront Area Rapid Transit (Rinkai Line) 東京臨海高速鉄道 (りんかい線) (TWR)	0
On 4th December 2014, the group performed for Barack Obama (when he was the President).	1
Still Loving You – The Best Of	0
1953 - David Voelker, American businessman and philanthropist (d. 2013)	0
He had asked Dee to become Motörhead's drummer before, but Dee had declined due to his commitment to King Diamond.	0
They spot the Red Pyramid, which is Set's main host.	0
Juggling has been proven to increase hand-eye co-ordination by up to 10%.	1
The first match was played against Newtown (now Newtown Jets) on 12 April 1947, before a crowd of 6,000.	0
Originally, his father wanted him to become a priest, but during his sickness, he promised to send Nikola to engineering school if he recovered from the cholera.	1
In the episode A Hero Sits Next Door, Meg mentions that she cannot taste salt.	1
The use of the term "pickle" originated with the phrase " ", which means to be in a pickling (difficult or troubling) situation.	0
Čitluk, Šibenik-Knin County, a village in the Promina municipality, Croatia	0
), Gregor MacGregor (London Scottish), James Gowans (Cambridge U.	0
The 1 Broadway – Seventh Avenue Local is a rapid transit service in the A Division of the New York City Subway.	0
Dairy cow can produce around 70 pounds of milk per day.	0
Becky has two brothers, Frankie and Alex, and a sister Stephanie.	1
What is the (merchant, artisan) called and why?	0
KFC Twenty20 Big Bash Title Wins – (4): 2005/06, 2006/07, 2007/08, 2009/10	0
Different TMRs are often prepared for groups of cows with different nutritional requirements.	0
They participated in the league championship in 1926, 1927, and 1928, coming away as winners in 1926.	0
On 19 July 2011, he joined AS Monaco on loan for one season.	0
The per capita income for the city was $38,305.	0
2000 All League Pitcher of the Year	0
Female leopards give birth to a little of two or three cubs at a time.	1
The earliest known depiction of juggling appears painted on the walls of an ancient Egyptian tomb for an unknown prince, dating back to roughly 2,000 BC – that’s over 4,000 years ago!	1
Korolev did not play on the junior circuit and picked up his first ATP points at age 15 in three German competitions.	0
Calum’s underwear often has some kind of animal on.	1
For the Cabinet to reach any agreement, the approving vote of the majority of its members is required.	0
The spots on leopards are known as rosettes because they look so much like black roses.	1
The steepness of most orthents causes the flora on them to be sparse shrubs or grassland.	0
However, major causes of mortality in recent centuries have been largely linked to human activity, as described below.	0
Guava wood is prized in the world of meat smoking.	1
Start of the South African Border War.	0
File:GAINSBOROUGH River Landscape.jpg|Thomas Gainsborough River Landscape, 1768-1770	0
Cauvin Bank, wholly submerged atoll structure in the Southern Part Chagos Archipelago	0
In eastern Africa you can buy beer brewed from bananas	1
In another alternative, two randomly chosen cards are set aside face down at the beginning of play; these cards go to whoever takes the first heart.	0
Hugo was a supporter of Romanticism and Republicanism.	1
Moreover, in 2012, Ajay Devgan, Viacom 18 Motion Pictures and Eros International together moved the Competition Commission of India against Yash Raj Films and Aditya Chopra, accusing the company of using monopolistic business practices and rampantly abusing their dominant position and clout in the Entertainment Industry of India by entering into a tie-in arrangement with 1,500 single screen film exhibitors (out of a total of 2,100) of India, that obliged them to showcase the company's Jab Tak Hai Jaan (and not Son Of Sardar) on the Diwali week of 2012 and continue its theatrical run for two weeks after the worldwide release.	0
Neuchâtel ( ), "new" + "castle" ( ) is the capital of the Swiss canton of Neuchâtel on Lake Neuchâtel.	0
"I Won&apos;t Hold You Back" (Lukather)	0
Some very interesting buildings representative of traditional architecture can be seen here.	0
Helena was born on 26th May, in 1966.	1
Because of the fast progress of the negotiations in the steps toward peace, the possibility of an agreement look very close: Marcos wrote, "I am being threaten by unemployment."	0
Human liberation, Éditions du Mont Blanc, Geneva, 1943	0
Our moon is around 4.5 billion years old.	1
Because historical pieces were often made of brasses (copper and zinc) and bronzes with different compositions, modern museum and scholarly descriptions of older objects increasingly use the more inclusive term "copper alloy" instead.	0
The family of the missing woman, a pair of FBI agents, a journalist and her lover/cameraman, are all drawn into an evolving mystery with political and religious undertones.	0
but missing or extra cards are not important to gameplay.	0
If Justin’s water bottle has water at the end of concerts, he normally throws it in the crowd.	1
Maxwell wrote in his review of Peter Kornbluh's book, "This demarche was apparently not delivered: the U.S. embassy in Santiago demurred on the ground that to deliver such a strong rebuke would upset the dictator", and that, on September 20, 1976, the day before Letelier and Moffitt were killed, the State Department instructed the ambassadors to take no further action with regard to the Condor scheme.	0
Peru has more pyramids than Egypt	1
The agents follow very simple rules, and although there is no centralized control structure dictating how individual agents should behave, local, and to a certain degree random, interactions between such agents lead to the emergence of "intelligent" global behavior, unknown to the individual agents.	0
Gelotology is the study of laughing and its effects on human body.	1
Another squad-mate comes up and pulls the threatening soldier away.	0
Tauros is based on the Zodiac Taurus, the bull.	1
In both elections, the left-wing singer-songwriter Billy Bragg led an anti-Conservative tactical voting campaign in Dorset constituencies.	0
Contact us on our website or feel free to connect with us on social media.	0
Basava created much controversy by actively ignoring the societal rules associated with the caste system, which he wished to abolish.	0
A collector's edition of the game was released for Windows on October 25, 2005 and for the Xbox 360 labeled as the "Special Edition".	0
also spelled Aezana or Aizan) was ruler of the Axumite Kingdom (320s – c.360AD) located in present-day Ethiopia, Eritrea, Yemen, southern Saudi Arabia, northern Somalia, Djibouti, northern Sudan, and southern Egypt; he himself employed the style (official title) "king of Saba and Salhen, Himyar and Dhu-Raydan".	0
Butterfree has been trained by Trainers Ash, Drew, Ritchie and Solidad.	1
List of United States Air Force airborne command and control squadrons	0
Mrs James de Rothschild - Rothschilds at Waddesdon Manor (Collins, 1979) ISBN 0-00-216671-2	0
An individual blood cell takes about 60 seconds to make a complete circuit of the body	1
Color sorters and systems under the Sortex product label for sorting cereal grains, coffee, vegetables, fruits, plastics, and other materials.	0
There are various hand trapping and immobilizing techniques that can be utilized in the trapping range.	0
The Fate of a Crown (as "Schuyler Staunton")	0
^ "Gold-fields Edition of the Rockhampton Bulletin", Rockhampton Bulletin and Central Queensland Advertiser, 3 October 1867, p. 2	0
Because of her family’s financial struggles, Becky wanted to earn money to help them out, so she started working some part-time jobs.	1
1955Lew HoadKen Rosewall6–2, 6–3, 2–6, 6–1	0
The Neihu Line corridor was approved later in 1990.	0
His full name is Max Albert George.	1
White Stag Leadership Development Program (US)	0
While certain populations of mountain lions have dropped, there is still a large amount of cougars out there – so much so, that their species is still at a least concern.	1
But Canterbury coach, former club player and Australian international Steve Folkes stated that he was still too young and it would be a couple of years till he would become a First Grader.	0
Several websites - many of which appear to have copied the information directly from an older version of this article On later releases, Camel accordingly added the prefix 'Music inspired by...' to the album's front cover and removed the story notes from the back cover.	0
In 1811, nearly a quarter of all the women in Britain were called Mary.	1
Her only crime is to have given Canepa some money.	0
Ballack's first goal of the '09 season came against Southend United in their FA Cup replay, a match which Chelsea went on to win 4–1.	0
Slowpoke are usually found at the water’s edge.	1
After Hawaii, New York is the state surrounded by the most water	1
Similarly Dumezil has remarked the link of Camillus with Mater Matuta.	0
Vallan, D., Glaw, F. & Vences, M. 2004. .	0
Some radio and television programmes in Ticinese, mostly comedies are broadcast by the Italian language broadcasting company RTSI.	0
The name of the teacher who was teaching in 1756 is known.	0
Relations between Young and the Smith family were strained and many of the Smiths chose to recognize James J. Strang as church president.	0
Those who are elected are not elected for being the most suitable to the country, but because they are the most accommodating to their superiors, and they have little concern for the laws which once enacted will take the nation down a particular path.	0
He is now two years and a half old and to me as gentle as can be.	0
|Texas Cage Fighting - Puro Combate 1	0
A group of whales is called a pod.	1
Position 10, Lord Nurglitch, Arch-Plaguelord of Clan Pestilens	0
Chac Mool y otros cuentos (1973)	0
The larger group of students attacked Green and Blue Groups from the east around 8am, suffering severe casualties but maintained continuous pressure on the German flank.	0
Changes were also made to the 500's steering geometry for the Ka, although as the new Ka uses an electrically assisted steering system, it lacks the communication of its predecessor's hydraulically assisted steering.	0
In September 1965, he publicly declared his opposition to majority voting and the political role of the Commission.	0
Sinnott criticised the season for wrapping up the Cabal story line in the first two episodes, expecting it to continue throughout the season, as well as accusing the writers of throwing out "a lot of aspects that made the end of the first season so great."	0
Leopards have been observed walking 1–25 km (0.62–15.53 mi) across their range at night; they may even wander up to 75 km (47 mi) if disturbed.	0
“Fugitive” was guitar-driven funk and "Last Night (I Had a Long Talk With...)" was introspective.Paul Kodish drummer of Pendulum featured on this album .	0
Fifth Harmony dropped their first debut studio album in 2015 entitled ‘Reflection’ and scored a number five position on the Billboard 200.	1
Curaçao won all their matches and the last match against the famous Dutch team Feyenoord attracted a large number of spectators.	0
His full name is Connor Samuel John Ball.	1
It is used in some solid propellants and smokeless powders as a plasticizer.	0
The Lotus Temple in Delhi has 27 enormous petals covered in marble.	1
He was a businessman and trader by career.	0
His feast day is May 8.	0
In 1330, he inherited the title Earldom of Orkney (with the Mormaerdom of Caithness) through his great-grandmother, Earl Gilbert (Gille Brighde)'s daughter Maud, who had married Maol Íosa II.	0
Among the songs produced, "Kill the Lights" and "Blur" were included on the standard edition of Spears' sixth studio album, Circus (2008), while "Rock Boy" was included on the deluxe edition of it.	0
The Gwynedd Archaeological Trust have undertaken a trial excavation of this hillfort and set up related information boards in Colwyn Bay Library.	0
Kodak & Foma currently produce kits for reversal processing.	0
The chapel is a treasure trove of Italian Renaissance and Baroque art and is considered among the most important monuments in the basilica.	0
Jalabert is a last name that could refer to:	0
Reason of the Polish Left, or Reason Party ( ; RACJA; RACJA PL), was an anti-clerical minor political party in Poland.	0
In 2009 allegations emerged claiming that Andreas Klöden used the Freiburg University Clinic for an illegal blood transfusion during the 2006 Tour de France.	0
In 2010, Jim won an Emmy Award for an Outstanding Lead Actor in a Comedy Series for his part on The Big Bang Theory.	1
Fall is a transitional season with a gradual lowering of temperature and little rain; spring occurs when the winter rains cause the vegetation to revive.	0
The constraint propagation procedure that enforces directional consistency is similar to that used for directional arc consistency and path consistency.	0
Several Carolingian kings of Germany were buried there.	0
For every 100 females age 18 and over, there were 79.4 males.	0
December 21, 1972, an Air France DHC-6-300 crashed into the ocean en route from Guadeloupe to Princess Juliana International Airport, killing all 11 passengers on board along with both pilots.	0
Come while you still have the place to yourself.Local Flavor: Pickled Wrinkles at The Pickled Wrinkle, Birch Harbor.	0
Didaskaleinophobia is the fear of going to school!	1
List of Canadian federal electoral districts	0
Santa Muerte (Saint Death) is worshipped in Mexico by those who believe ‘god helps the good, the devil helps the bad'.	1
Recently, a grasshopper was found stuck in one of van Gogh’s paintings – the paint kept it preserved for 100 years!	1
Hurricane Ike made landfall on Galveston Island in the early morning of September 13, 2008 as a Category 2 hurricane with winds of 110 miles per hour.	1
The PrinterSetup system can manage CUPS queues.	0
In the first Disney/Marvel Iron Man film, the ringtone on Tony Stark’s friend Col James “Rhodey” Rhodes’ phone is the theme tune from the original 1966 Marvel Super Heroes animated TV series.	1
This farmland is a part of the Parapannonian Plain stretching into neighbouring Croatia and Serbia.	0
10) and "Lonely Blue Boy" (Pop No.	0
In an essay, "Historical ethics", published after his death, he wrote, "I like to stand upon clear grounds which can be proved and estimated.	0
Since the seventh grade, Kaley has been home schooled as she didn’t like private school.	1
I Love Louisa - in a Bavarian setting the company rides a merry-go-round - Fred Astaire, Adele Astaire	0
On Wednesday the 10th of May 1797, the first U.S. Navy Ship, the “United States,” was launched.	1
Image:Chaumont sol.JPG|The floor of the lounge	0
It is estimated that one in every eight couples in the U.S. who went on to marry each other met online.	1
1st Stage 3b, Three Days of De Panne	0
The world’s oldest surviving bank is “Banca Monte dei Paschi di Siena”, which was founded in 1472, and is currently Italy’s 3rd largest bank.	1
Armadillos were named by Spanish explorers – the name literally means “little armored thing.”	1
Tie the copies of the Quran to the ends of the spears".	0
The distance between the Sun and Earth is defined as an Astronomical Unit or AU for short.	1
Some bands like the number that much they name their songs after it, Fall Out Boy and Dave Matthews Band both have a song called 27.	1
In 1993–94 another costly defeat to Arsenal left the Belles needing three wins from their last four games to win the League.	0
In spite of the merger, the secondary school section remains boys-only, while the pre-university section is co-educational.	0
These names include Mountain Lion, Puma, Panther, Paint, Screamer and Catamount.	0
Mars is about 1.5 times further from the Sun than Earth is.	1
Mila Kunis’ voice is first heard as Meg in Episode 3 of season two Da Boom.	1
Jessie J’s full name is Jessica Ellen Cornish.	1
Many Saint Lucians do not get married until they are middle aged.	1
Lodip in Nepal by TIME Pharmaceuticals	0
The Green Lantern’s character debuted in 1940, making the Lantern’s first debut only two years after that of Superman’s.	1
The word “chocolate” derives from the Aztec “xocoatl,” the bitter, spicy cacao bean based drink.	1
1072Tony Swiftwing1981-05-30v Argentina at Buenos Aires	0
She met Burton on the set of Planet of the Apes, in 2001.	1
Genealogists have found that about 25% of the English population is descended from William the Conqueror.	1
Ronald Reagan: The Secret Service code used for Ronald Reagan was “Rawhide.”	1
Google Maps calculates traffic by tracking how fast Android devices are moving on the road.	1
Defects in the GPI anchors synthesis occur in the rare acquired diseases such as paroxysmal nocturnal hemoglobinuria (PNH) and congenital diseases such as hyperphosphatasia with mental retardation syndrome (HPMRS).	0
S. plurilineatus Fourmanoir, 1966 , Kanadi kingfish	0
He was sent to the minors on April 28, , and recalled on May 11, 2006.	0
This section of river is known as the "Seven Mile Bend", although it is scarcely over three miles (5 km) in length.	0
Left-handed people are more likely to be insomniacs!	1
Henry could both read and write in three languages: English, French and Latin.	1
Native Americans knew ramps well.	1
In 2014, Years &amp; Years won the award for BBC Sound of 2015.	1
When a clean version of "Drips" was made, at the end of Obie Trice's verse, the word "fuck" is still heard from him.	0
Friday, October 8, 2010 – 6:07 pm (ET) at Citizens Bank Park in Philadelphia, Pennsylvania	0
Savage has become a regular presenter at magician James Randi's annual skeptics' conference, The Amaz!ng Meeting, since first appearing in January 2006.	0
First, a continuous tone film positive is made from the original photographic negative.	0
all information obtained from General Motors archives by John N Jeffery not known that any to be true as A. P. Sloan had R. S. McLaughlin kept as a GM Executive and remained when A P Sloan retired after the Senate questioned his collaboration with Hitler.	0
The Blue Iguana, is a critically endangered species endemic to Grand Cayman.	1
Some mushrooms can create their own breeze to disperse their spores.	1
When Harry was younger his hair used to be straight!	1
The chain supports a larger octagonal medallion with a blue enamel surface edged in red and charged with a saltire, over which is an effigy of Queen Victoria; members of the order suspend from this medallion their insignia as a badge apendant.	0
More recently plaza has been used to describe a shopping complex, similar to a shopping mall, borrowing its connotations of a center of cultural life.	0
Different TMRs are often prepared for groups of cows with different nutritional requirements.	0
He was one of the world's foremost exponents of the theory and practice of internationalism.	0
One unusual episode (#29) revolves around the filming of the 1964 program Ultra Q which was the predecessor to the first Ultraman show in 1966.	0
As an added measure, the placement of each bit in the code is determined by bit-placement tables included in the specification.	0
- The failed Slovakian uprisal against Germany, from Kosice.	0
Ventress is ordered by Dooku to spy on the planet Kamino for the Separatist forces, planning an invasion with General Grievous to destroy the clone production facilities.	0
A member of the National Academy of Sciences since 1959, Friedrichs received many honorary degrees and awards for his work.	0
The Rusyn (Galician) name was Novyj Sanc.	0
It is the southern-most town in Greenland with a population of over 1,000.	0
On average, the warmest month is July.	0
In 1978, Mlekara purchased a combined installation and another spray drier for processing milk, fruit and vegetables, thus ensuring safety in supplying final consumers with dairy product, as well as its buyers - companies from the confectionery industry and bakeries, as well as fodder producers.	0
United States of America - One Ranger, at Darien Lake, The last Ranger ride operating in North America.	0
Visit the Queen Elizabeth II Botanic Park for a guided safari, and maybe you'll catch a glimpse of a few of these guys posing for your Instagram feed.	0
His sing ‘Jordans’ is inspired by his days playing basketball, and the feeling he gets when he’s in the court.	1
Kendra later offers Kyle further aid by giving him a magic mirror that shows him whomever he wishes to see.	0
""This wholesale exodus was due partly to the belief of the Arabs, encouraged by the boastings of an unrealistic Arabic press and the irresponsible utterances of some of the Arab leaders that it could only be a matter of weeks before the Jews were defeated by the armies of the Arab states and the Palestinian Arabs enabled to re-enter and retake possession of their country.	0
45,000 thunderstorms around the world occur every day	1
The iPod is 15 years old today.	1
Eye of newt, toe of frog, and wool of bat are just archaic terms for mustard seed, buttercup, and holly leaves.	1
Taylor’s younger brother Austin, attends Vanderbilt University and is also a freelance photographer in his spare time.	1
In insomniacs, moderate doses of alcohol improve sleep maintenance.	0
Nibbler’s poop is actually dark matter, which is used for starship fuel.	1
Because of the potentially nationwide implications for political decisions made in California, special-interest groups, many of which are based outside of California, play a greater role in California politics than in most other states, by contributing large amounts of money into lobbying, litigation, and producing media advertisements to influence voters and elected officials on major political issues.	0
Leopards are super-fast and they can run at speeds of up to 36 miles (58km) per hour.	1
In this way, Singapore tries to avoid overdependence economically, politically or militarily on larger entities.	0
The average Americans diet consists of 55% junk food	1
There are three common lemons which are Bearss, Eureka and Lisbon.	1
Lt Gen Janssens's Report (Cape Archives: ref VC80)	0
Jade has a tattoo on her back, it’s Arabic and means ‘Anyone can achieve their dream if they’ve got the courage’.	1
Member, Advisory Committee to the Director, National Institutes of Health (1977–1980)	0
When having a tattoo laser removed, black is the easiest color to remove because it absorbs more laser waves, while green and yellow are the most difficult to remove.	1
Winston Churchill at one point was in danger of a Nazi assassination by an exploding bar of chocolate.	1
Starbucks was founded by two teachers and a writer – all without any of them even having a business degree.	1
Earth accumulate 10 to 100 tonnes of material each day!	1
Her favourite actor is Tom Hanks.	1
The low-frequency call of the humpback whale is the loudest noise made by a living creature!	1
His favourite television show as a kid was Saturday Show (BBC).	1
You blink more when you talk, and less when you’re reading off a computer screen or paper – the reason behind why your eyes get tired more.	1
Nikon models with this capability: E700, E800, E880, E900, E950, E990, E995, E2100, E2500, E3700, E4300, E4500.	0
This typically occurs during the nesting season or on dark and cloudy days.	0
An average cow has more than 40,000 jaw movements per day.	1
Soviet–Italian Non-Aggression Pact (September 2, 1933)	0
Electricity only came to Little Cayman in 1990, and most provisions arrive from Grand Cayman only once a week.	0
- Doreen Swan was replaced by Wendy Barrie.	0
inside of the legs and underline also being the lighter shade.	0
The single prefaces, of which there is a large number, contain explanations of their text which refer entirely or in its last part to the verse or passage of Genesis to be expounded in that section.	0
In the bosonic string theory, there are 26 space time dimensions.	1
Originally, Marge Simpson’s hair style was designed that way because the creator, Matt Groening wanted to hide her rabbit ears.	1
In 1899, it was so cold that the Mississippi river froze over its entire length.	1
Les Entreprises Françaises 2004, Economica, Paris 2004	0
There has been rumors about Isaak being killed several times.	0
He was raised by his mother Elizabeth Floyd and his father Chad Floyd.	1
In addition, the Democratic candidates for Council seats, Gay Lee and Cedric Brown, were also overwhelmingly elected.	0
When Meyerbeer went to Vienna, the "Judenamt" received orders to treat him "not as a Jew, but as a cavalier" (ib.	0
Brancato moved on to be executive producer/show runner/head writer for the of the USA Network police-procedural , a show that is related to Law & Order: SVU.	0
With the loss of Francisco Rodríguez to injury, Takahashi served as the closer for the Mets and recorded his first major league save on August 16 against the Houston Astros.	0
The oldest person to ever score a goal at a World Cup was Cameroonian player Roger Milla, who scored against Russia in 1994.	1
Sutan Sjahrir (5 March 1909 – 9 April 1966), an avant garde and idealistic Indonesian intellectual, was a revolutionary independence leader.	0
Henry’s courtiers wore heavily padded clothing to emulate Henry in the later stage of his life when he put on weight.	1
The original nesting boxes have been removed and the dovecote is used as a garden store.	0
An average lemon contains eight seeds.	1
The DVD was filmed, edited and directed by Ullaeus.	0
"People" (King Crimson song), 1995 single by the band King Crimson	0
Ever since people started using cattle in Prehistoric times, cattle have been seen as a sign of wealth.	1
Between the 6th and 8th centuries they settled in Roman territories.	0
Northern Securities Co. v. United States at Cornell Law School's Supreme Court Collection.	0
When Pink Floyd designed the “Animals” album cover, the inflatable pig tied to the power station broke free, causing Heathrow Airport to cancel all their flights.	1
The Lions become the first non-Japanese champion.	0
On his website, he announced that fans could get the single Drowning for free if they pre-ordered the album.	1
He would take the title to beat Djokovic for the sixth time out of seven meetings.	0
In Kartuzy born Andrzej Wroński, two-time Olympic Champion (Seoul 1988 and Atlanta 1996).	0
The library ships with a rudimentary X11 and Windows viewer, and a set of command line tools for batch rendering (pdfdraw), examining the file structure (pdfshow), and rewriting files (pdfclean).	0
bar:1861 at:763 fontsize:XS text: 763 shift:(-8,5)	0
After neither song charted and Hendrix left them for good in 1965, the brothers signed with Motown Records.	0
:θα είμαι προσληφθείς ... ("be" + participle)	0
Most visitors land on Grand Cayman, as the name implies, the largest of the three islands, and inter-island flights are available to get to the other two sister islands.	0
The hide from one cow can make 144 baseballs, 20 footballs, and or 12 basketballs by-products.	1
Hence there are no hour lines on the dial and the time of day is read only on the ellipse.	0
Lew Miles (Glynn Turman, 1968–1969, episodes 469–514)	0
Ironwood (first ever ski flying hill in the western hemisphere, now heavily dilapidated) K 145	0
: 1848 – 1957), 29 March 1856, p.7	0
Jenaro de Urrutia Olaran, Basque painter	0
Some models use a wired connection between the sensor and the head unit.	0
Richard Cadbury, the son of Cadbury founder John Cadbury, made the first heart-shaped box of chocolates in 1861 for Valentine’s Day.	1
Ostriches have a 14 meter (46 foot) long small intestine	1
In Cairo you can buy papyrus from market stalls which is most often built from banana leaves.	1
South Algona (Now part of Bonnechere Valley)	0
Beyoncé’s bodyguard once broke her toe by standing on it accidentally whilst trying to protect her from a crowd of fans.	1
A single fart in space would propel you 7.2mm in an hour.	1
The U.S. Department of Defense (DOD) sent in seven C-130s with approximately 68 tonnes of medical supplies and 2,000 blankets also assisting in relief.	0
Genital herpes first infected our ancestors 1.6 million years ago.	1
Cubs are born blind and are carried from den to den by the nape of their neck to prevent their scent attracting predators.	1
He memorized the Quran before the age of twelve.	0
In 2012 it was granted a five-year funding for a Finland Distinguished Professor (FiDiPro) project.	0
Leatherhead, Surrey, UK: Profile Publications Ltd., 1967.	0
2002Ciudad de Mar del PlataRacingMar del Plata	0
Tandy was educated at Dame Alice Owen&apos;s School in Islington.	0
He was born in Bueno Aires, Argentina.	1
Simon is the son of actor Sandy Helberg and casting director Harriet B. Helberg.	1
Since 2006 Spain has an electronic ID called DNIe.	0
Parr's prompt reaction saved Reagan from being hit in the head.	0
Fry possess no Delta Brain Waves, making him immune to psychic attacks.	1
Pantomime of Deburau at the Théâtre des Funambules	0
A small amount of gold is used in almost every sophisticated electronic device.	1
This is due in part to the double layer coat which	0
The original Xbox contained edited snippets of actual transmissions from the Apollo missions.	1
Top Point Scorer - #28 Martin Masa	0
2004 Summer Olympics – 5th place	0
Eurogames, or German-style boardgames, are a relatively new genre that sit between abstract strategy games and simulation games.	0
lactaldehyde + NADP + \rightleftharpoons methylglyoxal + NADPH + H +	0
The couple visited the U.S. from 1906 to 1910, during which time their daughter, Jaroslava, was born in New York City.	0
Srebotnik withdrew from the Pan Pacific (Tokyo), Bogotá, Acapulco and Indian Wells with a right elbow injury.	0
However, there are signs of stabilization in library funding.	0
Kana na no Chikai Mimi (April 26, 2003) Contained a band message and one live song	0
Alfonsín had already been negotiating an ambitious agreement to dismantle tariffs in bilateral trade with the Brazilian José Sarney; now, Sanguinetti was included in an open field project that adopted a three-country shape and that gained impulse from the summit of the three presidents which the Uruguayan had organized in Colonia on 6 February 1988.	0
In either situation, bulls can be extremely dangerous.	1
The LCBO says the new limited options are expected to eliminate approximately 80 million plastic bags a year from landfill.	0
The Jack’s single, Doing It Right made it to number 7 on the US Hip Hop chart, putting them with the likes of DJ Khaled, Kendrick Lamar and Childish Gambino.	1
April 28 – Oakes Ames (born 1874), American botanist.	0
Adam Małysz wore the red jersey as the reigning champion.	0
Switzerland is the best place to be born in 2013, followed by Australia, Norway, Sweden, Denmark then Singapore.	1
None of the families and 4.3% of the population were living below the poverty line.	0
Nearly 40% of men don’t feel confident while meeting women for the first time!	1
Popular accessories included court shoes, cowboy boots, headscarves, leggings, and penny loafers (associated with the preppy look).	0
The US has contributed significantly to ASCA's scientific payloads.	0
Letters to a Young Catholic, Basic Books, 2004, ISBN 0-465-09262-4.	0
The fear of the number 23 is called Duotriophobia.	1
It is a parody of The Hunger Games and Thanksgiving day in which players have to compete in a tournament organised by Mr. Torgue and defeat a giant turkey monster.	0
Since Sunday’s aren’t included, Lent technically lasts 46 days.	1
The name Instagram comes from a mashing of “instant camera” and “telegram.”	1
Two representatives changed parties, one died, and five resigned.	0
Several establishments in Galkayo offer accommodation.	0
In Greek, the word ‘squirrel’ means ‘shadow tail’.	1
Reciotos are fermented to a minimum of 14% of alcohol but still retain distinct sweetness due to the high concentrations of sugars that came from the grapes' desiccation on the vine.	0
8% of the world’s population have blue eyes.	1
Some actually thought the race had started, and everyone ended up back at the pits!	0
The license was issued to a Toyota Prius modified with Google's experimental driverless technology.	0
St Petersburg academic psychiatrist professor Yuri Nuller notes that the concept of Snezhnevsky’s school allowed psychiatrists to consider, for example, schizoid psychopathy and even schizoid character traits as early, delayed in their development, stages of the inevitable progredient process, rather than as personality traits inherent to the individual, the dynamics of which might depend on various external factors.	0
He is of Irish, Mexican descent.	1
Ovambo, also known as Wambo or Ambo, is a dialect cluster in Angola and northern Namibia, of which the written standards are Kwanyama and Ndonga.	0
When famous Batman villain actor Heath Ledger died, he became the number one Google search on the day of his death followed closely by Keith Ledger and an array of other ledger-like queries.	1
As a result of his crash Kubica was unable to race at the next Grand Prix in the United States.	0
He was President of the Confederation in 1972 and Vice-president in 1971.	0
Cars were first started with ignition keys in 1949	1
Hawaii is the most geographically isolated land mass in the world!	1
Peter is clinically obese, weighing in at 270 lbs.	1
You can burn up to 350 more Calories per day if you fidget, rather than someone who remains stationary.	1
The poster was presented at the Habsburg court.	0
In 1950 he was one of the founders of the Gruppo Origine, with Mario Ballocco, Alberto Burri and Ettore Colla.	0
CUT = missed the half-way cut	0
Another con is that, because models and controllers are not class-based, efficient code reuse becomes more difficult, particularly as the inability to inherit from a parent controller (e.g.	0
Trona is found at Owens Lake and Searles Lake, California; the Green River Formation of Wyoming and Utah; the Makgadikgadi Pans in Botswana and in the Nile Valley in Egypt.	0
1998 Register of the Government of Canada Heritage Buildings	0
Owls, an ideological faction on the television series Millennium	0
The Rumen – this is the largest part and holds upto 50 gallons of partially digested food.	0
High resolution images of works by and/or portraits of Marsilio Ficino in .jpg and .tiff format.	0
Cities were arranged on continents in the game, arranged in a grid-layout.	0
Sir Arthur Conan Doyle, who created Sherlock Holmes, was a founder and the first goalkeeper of soccer club Portsmouth FC.	1
Telenovela ChannelThe Two Sides of Ana	0
During university vacations, teams from Oxford took part in campaigns in East London and other industrial areas.	0
The school takes its inspiration from the Eurasianists of the 1920s, notably Prince Nikolai Trubetzkoy and P.N.	0
When Kamehameha I died in 1819, his oldest son Liholiho officially inherited the kingdom, calling himself Kamehameha II.	0
Fifth Harmony performed at shopping malls around the U.S. in a promo tour called ‘Harmonize America’ during summer 2013.	1
Gold can sometimes be found above the ground in the sand and gravel bars of streams.	1
Violin bows are commonly made from horse hair.	1
However, it conducts no operations in Danville (its main base of operations is Guam).	0
Sutter wanted to get to California, but the only vessel waiting at anchor in the harbor was the brig Clementine — Sutter signed on as unpaid supercargo of this brig freighted with a cargo of provisions and general merchandise for the Russian colony of New Archangel, now known as Sitka, Alaska.	0
He joined a cast of all-stars dubbed as the Big Three - Paul Pierce, Kevin Garnett and Ray Allen.	0
While keeping bulls for breeding isn’t as common of a practice as it used to be on dairy farms, they are still often used in the beef industry.	0
Perhaps the most interesting feature of the tank's weaponry was the turret; apart from the Renault FT-17, this was the first tank to have a rotating turret mounted above the hull.	0
29 --- 1822 (15 August) Orchestrates the cremation of Shelley.	0
In the Bible, Jacob had 12 sons.	1
Harry Graf Kessler: Gesichter und Zeiten (= Gesammelte Schriften, vol.	0
He obtained a stipend from the Duchy in 1823, and used it to study and work for years in Rome, where he also painted scenography for the Teatro Argentina.	0
